user,location,text
Atenasnews,Venezuela,"twhashtag socopo, municipio sucre de barinas. motorizados toman estacion de servicio pdv de la troncal … twurl"
enteratee24,Venezuela,twhashtag | twhashtag | tres hombres fueron asesinados con armas de fuego y sus cuerpos abandonados en pleno pavimen… twurl
fronteravivanew,Colombia,"twhashtag 🇻🇪 | 👨🏻‍⚕👩🏽‍⚕ mas de  estudiantes de medicina, de la twhashtag merida, partieron el dia de ayer hacia barinas y… twurl"
zulia1972,,ahora guri central hidroelectrica  surte de agua a caracas / video twmention twhashtag  informacion el sistema tu… twurl
El_Cooperante,"Caracas, Venezuela",twhashtag | coronavirus marca record de  muertes en twhashtag 🇺🇸 durante  horas twurl
ReporteYa,Venezuela,twhashtag twhashtag twhashtag cerro uno de los hospitales construidos en  dias ante aparente victoria contra el… twurl
elPeriodicoDM,Maturín Estado Monagas,de un disparo asesinan a joven en la invasion de la puente - twurl twhashtag twhashtag twhashtag twurl
amg9847,"Caracas, Venezuela",twhashtag twhashtag twhashtag si hay algo vital en medio de esta twhashtag de twhashtag son los servicios de e… twurl
ElPitazoTV,Venezuela,¿ya viste las recomendaciones de seguridad que da la eset latinoamerica para quienes trabajen desde casa debido al… twurl
Trolebus_Merida,"Ejido, estado Mérida","twhashtag edward rojas, pdte tromerca: seguimos en esta lucha permanente y vamos a vencer con la ayuda de todos. la p… twurl"
desde5738,"Bogotá, Colombia",twhashtag twhashtag twhashtag twhashtag twhashtag es una mentira. nos estan m… twurl
filomenoestefa,,"guaido y maduro tienen full la nevera peor nosotros los venezolanos comun y corriente no tenemos agua , gasolina ,… twurl"
El_Cooperante,"Caracas, Venezuela",twhashtag | sismo de magnitud . en colombia se sintio en varios estados de venezuela twurl
santamariamonic,Venezuela,twhashtag soy monica santamaria hermana de jose luis santamaria hago responsable al gob de nicolas maduro ante situaci… twurl
GUNNER1337,,"pero tranquilos, nada mas van  muertos. verdad twmention ?#abr twurl"
guzmanalecio,,"twhashtag twhashtag especial de desinfeccion""cada espacio del pais. la cuarentena no nos detendra, seguir… twurl"
contrapuntovzla,,twhashtag mueren ocho disidentes de las farc en operacion militar en colombia twurl twurl
PayULatam,América Latina,"aprende como mejorar tus ventas por medio de herramientas como facebook, instagram y whatsapp business como un prof… twurl"
JMendozaDaza,"Barranquilla, Colombia",elevemos nuestras oraciones por el mundo. hoy francia 🇫🇷 registro . muertos con covid- contabilizando un tota… twurl
bienenterados,Caracas,servicio delivery en caracas con sabor a  la montserratina twurl twhashtag twhashtag
hassanamid02,"Medellín, Colombia",nancy pelosis se va va quedar sin pelusa. twhashtag twhashtag twhashtag  twhashtag twurl
edwin_papita,Cabimas-Zulia-Venezuela,twhashtag twhashtag sucediendo en churuguara twhashtag hoy twhashtag en plena cuarentena la ciudadania amanecio p… twurl
ESPIAEL,,mas de  funcionarios de la dgcim intentan ingresar a la fuerza a ramo verde twhashtag twurl via twmention
ContactoCantv,Venezuela,"twhashtag ¡hagamos uso responsable de la red! 🤳💻no envies archivos de mucho peso, mejor difunde los enlaces o las ru… twurl"
KiaraJanette,,twhashtag || las promesas de twhashtag es clara y debemos recordar esto ⤵️#dios es nuestro twhashtag twhashtag es nuestro… twurl
fundamiarbolven,Venezuela,"twhashtag twhashtag || para que un incendio forestal se produzca se necesitan tres elementos como lo es el calor, el… twurl"
Fredyandradea,,"en guatire, conductores protestaron por falta de gasolina en la e/s castillejo. denuncian que tienen mas de dos dia… twurl"
Trolebus_Merida,"Ejido, estado Mérida","twhashtag edward rojas, pdte tromerca: esta jornada viene a profundizar el trabajo de desinfeccion que se ha venido r… twurl"
guzmanalecio,,"twhashtag |📢 ¡la etiqueta del dia! ⏩ twhashtag gobierno nacional despliega el ""plan especial de… twurl"
Jimnez271,,egipto y etiopia podrian ser las primeras dos naciones en ir a la guerra por el agua. el rio nilo atraviesa ambas n… twurl
ElInformadorVE,#Venezuela,twhashtag  twhashtag  oms: tres vacunas del covid- estan en ensayos clinicos y otras  en desarrollo| amplia… twurl
amg9847,"Caracas, Venezuela",twhashtag twhashtag reporta . nuevos casos de twhashtag elevandose la cifra total a . casos y  nuevas m… twurl
Bladimirjgt,,twhashtag uno. twurl
latpress,,twhashtag | cientificos: coronavirus puede sobrevivir a mas de  grados twurl
SowyTorres,,twhashtag fuerte bajon de luz en los teques :pm
contrapuntovzla,,twhashtag yummy ofrece entrega de alimentos y bebidas a domicilio en caracas twurl twurl
Marte_Ven1,,habitantes en anzoategui protestan en las calles para exigir cajas clap y agua potable twhashtag (fotos) twurl
RMarcoTorres,Venezuela,"twhashtag durante el recorrido por el bulevar perez almarza para verificar los trabajos de desinfeccion, constatamos e… twurl"
descifradocom,CARACAS,"conozca las medidas impuestas a un mes de cuarentena para suministro de gasolina, denuncia twmention twhashtag twurl"
PsuvMirandaVE,"Miranda, Venezuela. ", mil  familias de miranda atendidas con jornada yo compro en casa twhashtag twhashtag twurl
MTineo01,,twhashtag twhashtag twhashtag twmention  twmention twmention twmention twurl
elimpulsocom,Venezuela,venezuela reclama la constitucion de un gobierno de emergencia nacional twhashtag twurl
ResisTemplario,#ResistenciaVenezuela ,"twhashtag twhashtag en puerta. venezuela estado guarico, valle de la pascua.  continuan las protestas a nivel n… twurl"
secdespachogob1,"Ciudad Bolivar, Venezuela",twhashtag desde el edo bolivar mpio. angostura del orinoco le deseamos un feliz cumpleaños a nuestro vicepresidente de… twurl
elimpulsocom,Venezuela,fundahullan presenta informe de graves violaciones a los ddhh en los llanos durante cuarentena en la an twhashtag twurl
SoyArepita,Venezuela,twhashtag ¿sabes cuales son los factores psicologicos de riesgo y proteccion en cuarentena? ⚠️mañana hablaremos larg… twurl
elnegrodurango,"Bogotá, D.C., Colombia","que se puede esperar de twmention estara borracho como siempre, como cuando perdio y fue borracho a… twurl"
Trolebus_Merida,"Ejido, estado Mérida","twhashtag jehyson guzman: fueron desplegadas  personas, para desinfectar y embellecer, inicialmente, km, utiliza… twurl"
contrapuntovzla,,"twhashtag en cumana la cuarentena es un calvario, denuncia unidad vision venezuela twurl twurl"
DiarioContraste,Venezuela | Colombia | Miami,presos tres venezolanos llegados desde colombia por divulgar condiciones de un albergue twurl… twurl
Corposalud_,"Mérida, Venezuela",twhashtag resumen informativo desde la oficina central de informacion de la gobernacion de twhashtag twurl
GNB_CZ43,,"twhashtag en estos tiempos de cuarentena social, nuestra gnb se mantienen garantizando la paz y ratificando su apoyo a… twurl"
ecupunto,Ecuador,twhashtag asamblea nacional enviara proyecto de ley de acuicultura y pesca al registro oficial twhashtag twurl
JhonattanGonza,,situacion critica con la escasez de agua en terrazas de guaicoco-mariche. antes resolvian con cisternas o salian a… twurl
RentdisMx,mex,"¿saben que medidas tomaron los blancos durante esta contingencia? 👀en esta imagen se las dejamos. ⚠️#rentdis, r… twurl"
contrapuntovzla,,presos de la carcel de ramo verde impidieron paso de funcionarios de la dgcim por temor al coronavirus este twhashtag twurl
MinPetroleoVE,Venezuela,🇻🇪 twhashtag twhashtag  años nicolas maduro obtuvo la presidencia de venezuela por primera vez. 📲💻… twurl
segurosybanca,"Distrito Capital, Venezuela",twhashtag | twhashtag | autoridades de taiwan revelaron que en diciembre le advirtieron a la oms del coronaviru… twurl
notipromar,"Barquisimeto, Venezuela",twhashtag ante el ultimo reporte ofrecido por el ministro jorge rodriguez le presentamos un balanc… twurl
ElPitazoTV,Venezuela,"twmention twhashtag | ""exigimos que nos dejen pasar porque nosotros somos familiares de las victimas y ya es hor… twurl"
RafaelDGuzmanR,"Miranda, Venezuela",twhashtag ¿asi es como estos irresponsables pretenden mantener confinada a nuestra gente un mes mas? ¡irresponsables!… twurl
RafaelDGuzmanR,"Miranda, Venezuela",twhashtag un pais que era productor de petroleo hoy somete a sus ciudadanos a comprar gasolina bachaqueada pagandola a… twurl
locoyabandonado,,aqui es cuando yo gozo una bola con estos socialistas enclosetaoss 🤣🤣 twhashtag twhashtag twhashtag twhashtag twurl
maduradascom,"Caracas, Distrito Capital",¡lo ultimo! dolar paralelo sigue imparable tras superar los . bolivares y asi se cotiza este twhashtag (+tasa pr… twurl
anabarr84,,twhashtag  | dos medicos fallecieron a causa del twhashtag en twhashtag los decesos tuvieron lugar en la ciudad de ca… twurl
libretosinfin,,twhashtag advertencia miranda: cualquier cosa que diga puede y sera usada en su contra.
Ricard512,Colombia,otros ??y para cuando los equipos de proteccion??#coronavirus twhashtag twhashtag twhashtag twurl
amg9847,"Caracas, Venezuela","twhashtag francia reporta . nuevos casos de twhashtag elevandose la cifra total a . casos, ademas de .… twurl"
VTnewsRed,Venezuela,puerto rico: pasajeros de las zonas de mayor contagio en eeuu arriban a la isla 👉  twurl… twurl
ReporteYa,Venezuela,twhashtag twhashtag twhashtag covid- imagenes de una crisis en el mundo.  de abril - twmention twurl
contrapuntovzla,,twhashtag ¿ver o no clases por zoom? la duda de los estudiantes de la santa maria twurl twurl
oasistereo1,"La Victoria, Edo Aragua, Venezuela",twhashtag via:@fmcenter  intercomunal del twhashtag circulacion moderada en ambos sentidos twhashtag twhashtag
josecard82,,twmention twhashtag hoy en dia la tragedia de los venezolanos se agudiza al caer en cuenta de una realidad brut… twurl
LaPrensaTachira,"San Cristóbal, Venezuela","twhashtag | resultados seran entregados a bachelet📑 el dip. virgilio ferrer, solicito que se conforme una comisio… twurl"
ElPitazoTV,Venezuela,twhashtag | familiares de  falconianos desaparecidos en un peñero que zarpo desde paraguana para ingresar de forma… twurl
ZEPortuguesa,@MPPEDUCACION,twhashtag | en twhashtag  niños de aula integrada de la twhashtag luz de pereira en el mcpo twhashtag en sus activida… twurl
Marco_Teruggi,,esta tarde analizaremos en vivo con twmention la geopolitica global y la situacion de america latina ante el… twurl
Trolebus_Merida,"Ejido, estado Mérida",twhashtag el plan nacional de desinfeccion y embellecimiento que instruyo el pdte twmention en todo el pais inic… twurl
INAMEH,Venezuela,twhashtag twhashtag  en la secuencia de imagenes se observa nubosidad convectiva con descargas electricas al sur… twurl
anabarr84,,twhashtag | en twhashtag hasta los motorizados exigen combustible. antes la gente compraba moticos pensando en que era… twurl
elPeriodicoDM,Maturín Estado Monagas,artistas del carnaval de maturin siguen sin recibir pago de premiaciones - twurl twhashtag twhashtag twurl
CealcoOficial,Venezuela,twhashtag || 📢 mercal en nueva esparta inicio plan de desinfeccion de espacios y contencion contra el covid-.puede… twurl
TvesSonrie,Venezuela,"¡hey amigos! recuerda los colores de este año ️⃣️⃣️⃣️⃣ leomir alvarado, invitado de la revista matutina… twurl"
GNB_CARABODESUR,"Valencia, Venezuela","los hombres y mujeres de la gnb permanecen activamente desplegados y sumados a esta gran jornada de desinfeccion, que… twurl"
VzlaVive2020,Venezuela,este jueves twhashtag no te puedes perder la programacion que traemos para ti en tiempos de cuarentena y que podras di… twurl
GNB_CARABODESUR,"Valencia, Venezuela","twhashtag de ,  se funda el colegio de arquitectos de venezuela, con el fin de dar impulso al estudio y desarrollo… twurl"
contrapuntovzla,,twhashtag el % de las empresas de fedeindustria estan activas durante la cuarentena twurl twurl
enteratee24,Venezuela,twhashtag | twhashtag | una mujer denuncio que su expareja se habia llevado a su hijo de  meses desde el domingo y… twurl
VTnewsRed,Venezuela,"el protocolo de reingreso a venezuela esta garantizado antes, durante y despues 👉  twurl… twurl"
Caro_lina713,Venezuela ,"twhashtag gobierno de donald trump se ha encargado de asfixiar todo el desarrollo de la economia venezolana, con sus s… twurl"
plaza_aguerrida,"Guarenas, Venezuela",twhashtag a traves del plan de atencion que lleva a cabo twmention en los centros de salud se realizo la dotacion… twurl
josecard82,,twmention twhashtag pareciera que a algunos no les interesa que el pais se incendie si ello les permite gobernar las cenizas.
itspeperengel,"Cumana, Venezuela","twhashtag twhashtag twmention denuncia situacion irregular en ramo verde ante el ""ingreso a la fuerza de funcionarios… twurl"
descifradocom,CARACAS,"kremlin dice que acuerdo opep+ evitara el «caos» en el mercado , reseña twmention twhashtag twurl twurl"
contrapuntovzla,,twhashtag sismo en colombia se sintio en algunas regiones de venezuela twurl twurl
elclarinweb,Aragua,twhashtag twhashtag por  dolares asesino a su amigo y lo sepulto en su patio twurl
Analitica,"Caracas, Venezuela","las actividades comenzarian del  al  de junio en el charles schwab challenge, dijeron varias fuentes en un repo… twurl"
venezuelaaldia,Venezuela,twhashtag | mas de dos millones de casos de covid- se han registrado en el mundo twurl
MiamiDiario,"Miami, FL",esposa de luis fonsi deslumbra con su figura en bikini (+fotos)  twhashtag twurl
LaTeleTuya,"Caracas, Venezuela",hoy twhashtag descubriremos que ocurre en la cabeza de clara twhashtag 🕘: p.m.¡recuerda! twhashtag twurl
fundamiarbolven,Venezuela,twhashtag conoce que efectos producen los incendios forestales en los ecosistemas twmention twmention twurl
amg9847,"Caracas, Venezuela",twhashtag twhashtag reporta . casos de twhashtag y . muertos.la canciller angela merkel comunica que l… twurl
VTnewsRed,Venezuela,twhashtag venezolanos diagnostican el oficio de informar durante la pandemia 👉… twurl
enteratee24,Venezuela,twhashtag | twhashtag | ecuador se acerca a . contagiados#enterate twurl
ChristianVeron,"Caracas, Venezuela","twhashtag visitas y sin ingresos, algunos twhashtag en crisis se preparan para medidas drasticas.el… twurl"
RedRadioVe,Venezuela,twhashtag twhashtag twhashtag 📣 ochoa antich admite la eficacia en la politica de salud del estado venezola… twurl
CaceNc,Venezuela,en cucuta caobos - twhashtag twhashtag twhashtag disfrutala! twurl
Cmdte_RGP_ANZ,Barcelona-Anzoategui,twhashtag enterate dorso de la mano con el dedo indice señalando hacia la derechagnb desplegada en labores de extincio… twurl
abogadostovarm1,,"mañana jueves  de abril, en vivo directo por instagram la abogada vestalia tovar les respondera todas sus pregunt… twurl"
ipysvenezuela,"Caracas, Venezuela",twhashtag | señal de twmention para llamadas y datos tiene mas de  horas caida en twhashtag twhashtag desde l… twurl
ElInformadorVE,#Venezuela,twhashtag twhashtag detienen a cinco mujeres que daban informacion de comerciantes a extrorsionadores en el zulia… twurl
fundamiarbolven,Venezuela,twhashtag twhashtag en caso de incendios forestales llama al  ven  o a cualquiera de estos numeros para denunci… twurl
Class987FM,"San Carlos,Cojedes,Venezuela","twhashtag twmention denuncio que la ""carcel de ramo verde esta siendo allanada ilegalmente por efectivos del es… twurl"
VaIoRock,Tercera Piedra desde El Sol,"atencion: estas son las etiquetas para hoy, twhashtag // twhashtag twurl"
guillerpalacios,"Lara, Venezuela",twhashtag twhashtag los pobladores del municipio moran twhashtag buscando surtir twhashtag y las cavas amarillas de… twurl
GUNNER1337,,"cosas del pais mas ""avanzado"" del mundo. cosas del tio sam#abr twurl"
LaPrensaTachira,"San Cristóbal, Venezuela","twhashtag 🇪🇸en barcelona, españa, rayaron el vehiculo de una dra. ginecologo, con las palabras ""rata contagiosa"", lo c… twurl"
tribunadetodos,,twhashtag twhashtag informo este miercoles que  personas han fallecido por twhashtag el numero de casos acumulados de… twurl
ecupunto,Ecuador,twhashtag asamblea nacional enviara proyecto de ley de acuicultura y pesca al registro oficial twhashtag twurl
AlejandroLuy,Caracas. Venezuela,"twhashtag  la oms actuo tarde y mal, de manera sesgada; .  trump (como la mayoria) tambien actuo tarde y mal; los… twurl"
fundamiarbolven,Venezuela,twhashtag conoce cuales son las causas principales de los incendios forestales twmention twmention twurl
ReporteYa,Venezuela,"twhashtag twhashtag twhashtag gob. twmention ministro de energia electrica: le exijo, le solicito, le propongo, lo… twurl"
HeiberBarreto,Caracas,twhashtag | twhashtag 🗞️ el precio del petro subio bs. . en plataforma patria y bs. . en bancar  📈➡️… twurl
enteratee24,Venezuela,twhashtag | twhashtag  argentina registra  feminicidios desde que se decreto la cuarentena#enterate twurl
infoenbreves,Caracas,twhashtag | descontento social por escasez de gasolina y alimentos es atacado con gases lacrimogenos y perdigones ¡lo… twurl
importpartsvzla,"Valencia, Venezuela","twhashtag somos mayoristas en repuestos peugeot, citroen, volkswagen y renault..🇪🇺calidad europea.🇻🇪envios a toda v… twurl"
TendenciaCol,"Bucaramanga, Colombia",⚡️trending topic twhashtag // :👁‍🗨💬. twhashtag iphone se. twhashtag twhashtag twurl
MateoArango,,"twhashtag empieza a verse la colombia oculta; la colombia con hambre; la que tapaban hablandonos de guerra, narcotrafi… twurl"
PJYaracuy,Yaracuy,"pdte de la twmention twmention ""desde la an hemos hecho propuestas concretas y viables para garantizar mejor… twurl"
Cmdte_RGP_ANZ,Barcelona-Anzoategui,"twhashtag extiendo mi abrazo y mi cariño a la familia de la escuela latinoamericana de medicina dr. salvador allende,… twurl"
estucosvenecian,San Antonio del Táchira,twmention twhashtag por favor señora gobernadora que vamos hacer los trabajadores de la construccion que no tenemos… twurl
contrapuntovzla,,twhashtag bachelet exhorto a paises de latinoamerica a no impedir regreso de migrantes twurl twurl
El_Zuliano,Zulia,"twhashtag vez que el regimen dice que es saboteo, el seguro no paga.."
Arge_Lara82,Venezuela,hoy twhashtag twhashtag exigimos que dejen en libertad a nuestros artistas twhashtag quienes… twurl
josecard82,,twmention twhashtag algunos dirigentes adoptan una politica de brazos cruzados y no se dan cuenta que la gente… twurl
VTnewsRed,Venezuela,venezuela lidera la aplicacion de tests del covid enlatinoamerica 👉 twurl… twurl
